STN Code,Sampling D,Sampling M,Sampling T,Name Of Mo,Inlet/Outl,Latitude,Longitude,Type Water,Name Of Wa,River Basi,Sub Basin,District,State Name,Monitoring,Frequency,Major Poll,Location D,Use Based,Visible Ef,Weather,ApproxDept,Human Acti,Floating M,Colour,Odour,Flow (m3/s,Temperatur,Dissolved,pH,Conductivi,BOD (mg/L),NitrateN (,NitriteN (,Fecal Coli,Total Coli,Fecal Stre,Carbonate,Bicarbonat,Sulphate E,Polynuclea,Polychlori,Trihalomet,Chlorophyl,Total Plan,Productivi,E.Coli (MP,Saprobity,Diversity,PR Ratio,Turbidity,Phenolphth,Total Alka,Chlorides,COD (mg/L),Total Kjel,Ammonical-,Total Hard,Ca as CaCo,Mg as CaCo,Sulphate (,Sodium (mg,Total Diss,Total Fixe,Total Susp,Phosphate,Boron (mg/,Potassium,Fluoride (,Sodium Per,SAR,Any Other,Alpha HCH,Beta HCH (,Gamma HCH,Delta-HCH,"o,p'- DDE","p,p'- DDE","o,p'- DDD","p,p'- DDD","o,p' DDT (","p,p' - DDT",Alpha Endo,Beta Endos,Aldrin (&m,Dieldrin (,"2,4-D (&mi",Chloropyri,Corbamate,MethylPara,Anilophos,Isoprofuro,Alachlor (,Atrazine (,Monochorot,Ethion (&m,Phorate (&,Butachlor,Chlorandan,Heptachlor,Hexachloro,Phosphamid,Malathian,Ortho Phos,Arsenic (m,Cadmium (m,Copper (mg,Lead (mg/L,Chromium T,Nickel (mg,Zinc (mg/L,Mercury (m,Iron (mg/L,Aluminium,Silver (mg,Cobalt (mg,Manganese,Molybdenum,Selenium (,Cyanide (m,Any Othe_1,Naphthalen,Acenaphthy,Acenaphthe,Fluorene (,Phenanthre,Anthracene,Fluoranthe,Pyrene (&m,Benzo(a)An,Chrysene (,Benzo(b)Fl,Benzo(k)Fl,Benzo(a)Py,"Benzo(g,h,","Dibenzo(a,","Indeno(1,2",Sampling S,Reason,Last Updat
2160,"05-01-2022",Jan,14:05:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Cloudy,Greater than 100cm,Fishing,false,Clear,Odor Free,4.000000000000000,"22",7.100000000000000,8.390000000000002,626,"3.4","1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.02","6","178","87","12","1.68","0.52","158","110","48","124.1","87.75","544",NA,10(BDL),"0.78","0.85","4.03","0.51",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"01-02-2022 11:33"
2158,"02-02-2022",Feb,10:00:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"22",7.400000000000000,7.310000000000000,617,"4.2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16","8","182","83","16","2.24","0.72","154","94","60","102.4","59.98","494",NA,10(BDL),"0.51","0.53","5.09","0.93",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-03-2022 11:53
1312,"09-02-2022",Feb,"09:30:00.000","RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"22",7.500000000000000,8.260000000000000,582,"3.8","0.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12","6","194","81","16","1.68","0.53","146","94","52","117.34","67.16","468",NA,"12","0.72","0.52","4.55","1.03",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-03-2022 12:03
2159,"02-02-2022",Feb,10:15:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"22",7.400000000000000,8.109999999999999,599,"3.2","0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.26","6","222","82","12","2.24","0.84","158","94","64","99.58","60.76","490",NA,"12","0.51","0.53","4.9","0.95",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-03-2022 12:12
2160,"02-02-2022",Feb,"09:45:00.000","RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"22",7.600000000000000,7.580000000000000,633,"2.4","1.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","6","190","84","8","1.68","0.63","162","110","52","100.3","59.93","502",NA,10(BDL),"0.53","0.52","4.9","0.86",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,22-03-2022 12:21
2158,"03-03-2022",Mar,"03:00:00.000","RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,"Gardening,Others",false,Clear,Odor Free,3.000000000000000,"26",7.500000000000000,8.350000000000000,632,"3.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.92","8","162","69","12","3.36","0.65","152","96","56","105.14","76.21","500",NA,"14","0.36","0.62","4.88","1.03",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-04-2022 11:26
1312,"03-03-2022",Mar,"09:30:00.000","RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,"Boating,Others",false,Clear,Odor Free,3.000000000000000,"26",7.300000000000000,8.340000000000000,605,"3.4","0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","8","186","74","16","1.68","0.58","166","86","80","106.28","88.24","506",NA,"12","0.44","0.62","4.12","0.99",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-04-2022 11:51
2159,"03-03-2022",Mar,"03:45:00.000","RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,"Gardening,Others",false,Clear,Odor Free,3.000000000000000,"26",7.200000000000000,8.350000000000000,615,"3.2","1.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22","6","174","75","12","1.68","0.61","178","88","90","120.8","92.18","540",NA,10(BDL),"0.44","0.95","4.66","0.92",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-04-2022 12:06
2160,"03-03-2022",Mar,"01:30:00.000","RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"26",7.600000000000000,8.350000000000000,564,"3.6","1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","6","178","67","16","2.24","0.8","192","98","94","99.48","68.26","492",NA,"12","0.44","0.66","4.16","0.99",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-04-2022 12:09
2160,"05-04-2022",Apr,11:30:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,4.000000000000000,"40",7.200000000000000,8.800000000000002,667,"2.4","0.81",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.31","8","226","91.97","8","2.24","0.87","206","110","96","92.7","40","508",NA,10(BDL),"0.22","0.52","6","0.93",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05","0.05",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.07","0.11","1.62",NA,NA,"0.16",NA,"1.62",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,26-05-2022 11:00
1312,"05-04-2022",Apr,11:50:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,"Fishing,Boating,Gardening",false,Clear,Odor Free,1.000000000000000,"40",6.800000000000000,8.800000000000002,660,"3.2","0.81",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.38","6","234","90.97","12","1.68","0.64","174","104","70","95.9","44","510",NA,10(BDL),"0.22","0.53","9","0.84",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05","0.05",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.03","0.16","0.13",NA,NA,"0.16",NA,"1.73",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,26-05-2022 11:23
2158,"05-04-2022",Apr,12:10:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,4.000000000000000,"40",7.100000000000000,8.800000000000002,662,"2.2","1.01",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03","6","234","95.97","8","1.68","0.63","186","118","68","91.62","42","516",NA,"12","0.22","0.53","8","1.1",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05","0.05",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.02","0.14",NA,NA,NA,"0.12",NA,"1.12",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,26-05-2022 11:45
2159,"05-04-2022",Apr,12:30:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,4.000000000000000,"40",7.000000000000000,8.800000000000002,665,"2.4","0.83",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.36","8","246","88.97","8","1.68","0.67","142","80","62","74.38","48","478",NA,"12","0.31","1.12","9","0.91",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.05","0.05",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.03","0.13",NA,NA,NA,"0.1",NA,"1.16",NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,26-05-2022 12:00
1312,"05-05-2022",May,11:50:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"36",6.900000000000000,8.600000000000000,690,"2.4","0.75",NA,1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22","12","158","83.97","8","2.24","0.4","210","114","96","177.08","40","542",NA,"12","0.27","0.64","9","0.5",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:37
2158,"05-05-2022",May,12:10:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"36",7.100000000000000,8.600000000000000,692,"3","0.47",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),"10","148","86.97","16","3.36","0.4","212","136","76","129.24","34","539",NA,10(BDL),"0.27","0.57","7","0.51",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:45
2159,"05-05-2022",May,12:30:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"36",6.600000000000000,8.600000000000000,694,"3.6","0.57",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),"12","150","84.97","12","2.8","0.4","214","158","56","132.44","42","551",NA,"12","0.42","0.52","10","0.64",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 12:54
2160,"05-05-2022",May,"01:00:00.000","RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"36",6.400000000000000,8.699999999999999,692,"3.8","0.61",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06","12","152","84.47","16","3.36","0.4","274","124","150","116.88","36","556",NA,"12",0.2(BDL),"0.62","6","0.44",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,17-06-2022 13:06
2160,"01-06-2022",Jun,12:15:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,true,Clear,Odor Free,2.000000000000000,"36",6.300000000000000,8.600000000000000,712,"3.2","1.4",NA,1.8(BDL),"7.8",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2","12","144","90.97","20","2.24","0.4","274","162","112","103.24","24.6","507",NA,"12","0.25","0.6","7.1","0.47",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:33
1312,"01-06-2022",Jun,13:40:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"36",6.600000000000000,8.600000000000000,719,"2.8","1.4",NA,"4","11",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.16","10","162","88.97","16","1.68","0.4","262","154","108","109.4","18.4","544",NA,"14",0.2(BDL),"0.59","5.2","0.49",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:44
2158,"01-06-2022",Jun,13:50:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"36",7.000000000000000,8.600000000000000,721,"2.6","1.24",NA,"2","9",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.02","12","150","90.47","16","2.8","0.4","204","124","80","141.72","21","593",NA,"12",0.2(BDL),"0.55","6.8","0.35",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-07-2022 12:56
