STN Code,Sampling D,Sampling M,Sampling T,Name Of Mo,Inlet/Outl,Latitude,Longitude,Type Water,Name Of Wa,River Basi,Sub Basin,District,State Name,Monitoring,Frequency,Major Poll,Location D,Use Based,Visible Ef,Weather,ApproxDept,Human Acti,Floating M,Colour,Odour,Flow (m3/s,Temperatur,Dissolved,pH,Conductivi,BOD (mg/L),NitrateN (,NitriteN (,Fecal Coli,Total Coli,Fecal Stre,Carbonate,Bicarbonat,Sulphate E,Polynuclea,Polychlori,Trihalomet,Chlorophyl,Total Plan,Productivi,E.Coli (MP,Saprobity,Diversity,PR Ratio,Turbidity,Phenolphth,Total Alka,Chlorides,COD (mg/L),Total Kjel,Ammonical-,Total Hard,Ca as CaCo,Mg as CaCo,Sulphate (,Sodium (mg,Total Diss,Total Fixe,Total Susp,Phosphate,Boron (mg/,Potassium,Fluoride (,Sodium Per,SAR,Any Other,Alpha HCH,Beta HCH (,Gamma HCH,Delta-HCH,"o,p'- DDE","p,p'- DDE","o,p'- DDD","p,p'- DDD","o,p' DDT (","p,p' - DDT",Alpha Endo,Beta Endos,Aldrin (&m,Dieldrin (,"2,4-D (&mi",Chloropyri,Corbamate,MethylPara,Anilophos,Isoprofuro,Alachlor (,Atrazine (,Monochorot,Ethion (&m,Phorate (&,Butachlor,Chlorandan,Heptachlor,Hexachloro,Phosphamid,Malathian,Ortho Phos,Arsenic (m,Cadmium (m,Copper (mg,Lead (mg/L,Chromium T,Nickel (mg,Zinc (mg/L,Mercury (m,Iron (mg/L,Aluminium,Silver (mg,Cobalt (mg,Manganese,Molybdenum,Selenium (,Cyanide (m,Any Othe_1,Naphthalen,Acenaphthy,Acenaphthe,Fluorene (,Phenanthre,Anthracene,Fluoranthe,Pyrene (&m,Benzo(a)An,Chrysene (,Benzo(b)Fl,Benzo(k)Fl,Benzo(a)Py,"Benzo(g,h,","Dibenzo(a,","Indeno(1,2",Sampling S,Reason,Last Updat
2159,"04-03-2024",Mar,15:30:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"32",7.000000000000000,8.600000000000000,792,"4","0.5",NA,"8","95",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.62","6","140","96.97","16","2.24","0.42","220","98","122","111.36","92.18","540","486","23","0.53","0.67","3.39","0.33",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"04-04-2024 12:18"
2158,"04-04-2024",Apr,13:45:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",7.200000000000000,8.300000000000002,870,"3.2","0.95",NA,1.8(BDL),"25",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.46","10","154","96.97","8","3.36","0.67","196","90","106","63.32","90.57","584","526","13","0.69","0.75","4.06","0.34",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),"0.05","0.05",1.52(BDL),0.5(BDL),NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0.00049(BDL),0.00042(BDL),"0.7","0.47",0.00056(BDL),0.00054(BDL),0.00059(BDL),0.00052(BDL),0.00067(BDL),NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"06-06-2024 14:50"
1312,"04-04-2024",Apr,13:35:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"32",7.300000000000000,8.400000000000000,913,"3","1.29",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.66","8","154","91.97","8","2.24","0.77","208","110","98","123","90.43","672","605","13","0.43","0.87","3.91","0.46",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),"0.05","0.05",1.52(BDL),0.5(BDL),NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0.00049(BDL),0.00042(BDL),"1.52","0.55",0.00056(BDL),0.00054(BDL),"0.09",0.00052(BDL),0.00067(BDL),NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"06-06-2024 15:48"
2159,"04-04-2024",Apr,12:55:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",7.100000000000000,8.500000000000000,1053,"3.6","1.16",NA,"4","50",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56","10","152","94.97","12","2.24","0.69","200","80","120","116.92","91.51","704","634","11","0.53","0.66","4.17","0.25",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),"0.05","0.05",1.52(BDL),0.5(BDL),NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0.00049(BDL),0.00042(BDL),"0.91",0.00031(BDL),0.00056(BDL),0.00054(BDL),0.00059(BDL),0.00052(BDL),0.00067(BDL),NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"06-06-2024 16:01"
2160,"01-04-2024",Apr,13:15:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",7.200000000000000,8.199999999999999,1248,"3.4","2.76",NA,"4","80",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.53","6","180","139.96","12","2.24","0.79","284","144","140","178","112.62","864","778","22","0.43","0.63","5.55","0.96",NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),"0.05","0.05",1.52(BDL),0.5(BDL),NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0.00049(BDL),0.00042(BDL),"1.29",0.00031(BDL),0.00056(BDL),0.00054(BDL),0.00059(BDL),0.00052(BDL),0.00067(BDL),NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,"06-06-2024 17:58"
2159,"02-05-2024",May,15:30:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",6.400000000000000,8.500000000000000,750,"3.8","0.41",NA,"2","40",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.81","6","164","76.98","16","3.36","0.64","178","82","96","136.1","62.4","519","468","11","0.54","0.74","1.44","0.57",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,21-06-2024 11:28
1312,"02-05-2024",May,14:55:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"32",7.100000000000000,8.500000000000000,826,"2.8","0.4",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.14","10","188","101.97","8","2.24","0.76","216","88","128","108.5","89.33","530","477",10(BDL),"0.44","0.99","2.11","0.65",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,21-06-2024 11:38
2158,"02-05-2024",May,14:30:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",7.000000000000000,8.400000000000000,830,"3","0.32",NA,1.8(BDL),"20",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","8","200","106.97","8","3.36","0.77","222","96","126","108.5","89.28","547","493",10(BDL),"0.49",0.5(BDL),"2.27","0.71",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,21-06-2024 12:07
2160,"02-05-2024",May,12:10:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"32",6.500000000000000,8.500000000000000,782,"3.8","0.39",NA,"4","70",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11","6","168","80.97","16","2.24","0.77","204","72","132","105.35","79.45","512","461","18","0.4","0.72","2.52","0.87",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,21-06-2024 12:29
2160,"04-06-2024",Jun,12:10:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"30",6.600000000000000,8.600000000000000,826,"3.6","0.56",NA,"4","65","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.86","8","154","100.97","8","2.24","0.4","214","86","128","119.88","70.24","553","496","14","0.48","0.7","6.2","0.53",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,23-07-2024 12:38
2158,"04-06-2024",Jun,14:30:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"30",6.700000000000000,8.600000000000000,835,"3.2","0.48",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.89","8","156","97.97","8","1.68","0.4","210","82","128","58.12","68.18","542","542","15","0.28","0.69","5.4","0.59",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,23-07-2024 13:13
1312,"04-06-2024",Jun,14:55:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"30",6.500000000000000,8.600000000000000,843,"4.2","0.63",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.85","8","170","105.97","16","2.8","0.4","212","80","132","120.76","62.07","551","496",10(BDL),"0.71","0.88","4.6","0.56",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,23-07-2024 14:27
2159,"04-06-2024",Jun,15:30:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,2.000000000000000,"30",6.600000000000000,8.600000000000000,807,"3.8","0.57",NA,"2","35",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.94","8","150","106.97","8","3.36","0.4","216","76","140","118.2","53.08","532","478","24","0.82","0.7","3.68","0.41",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,23-07-2024 14:35
1312,"03-07-2024",Jul,14:30:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"28",7.200000000000000,8.500000000000000,820,"3.2","1.18",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5","8","172","156.95","8","2.24","0.53","212","86","126","122.92","44.82","714","640","18","0.47","0.54","3.76","0.49",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,29-08-2024 12:04
2158,"03-07-2024",Jul,15:30:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"28",5.300000000000000,8.500000000000000,816,"4.2","1.32",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.11","8","180","151.95","16","2.8","0.46","194","82","112","135.55","42.7","710","637","18",0.2(BDL),"0.56","3.68","0.46",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,29-08-2024 12:23
2159,"03-07-2024",Jul,15:00:00.000,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269000000002,75.397266999999999,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"28",7.200000000000000,8.500000000000000,830,"3.4","1.15",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.45","8","176","151.95","8","2.8","0.57","214","90","124","138.65","45.02","716","642","23","0.39","0.68","3.96","0.44",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,29-08-2024 12:34
2160,"03-07-2024",Jul,13:00:00.000,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.623239999999999,75.022229999999993,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"28",5.400000000000000,8.500000000000000,820,"4","1.18",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.25","8","160","151.95","12","2.24","0.52","216","86","130","124.55","44.13","694","623","17","0.29","0.69","3.98","0.44",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,29-08-2024 12:44
1312,"05-08-2024",Aug,14:55:00.000,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485316999999998,75.370098999999996,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,1.000000000000000,"28",6.100000000000000,8.400000000000000,838,"4","1.9",NA,1.8(BDL),1.8(BDL),1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.93","8","172","101.97","16","3.36","0.9","226","82","144","160.1","58.03","568","512","16","0.4","0.86","6.02","0.97",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-09-2024 17:05
2158,"05-08-2024",Aug,14:30:00.000,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.515409999999999,75.373069999999998,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Greater than 100cm,Others,false,Clear,Odor Free,3.000000000000000,"28",6.400000000000000,8.400000000000000,832,"4.4","1.81",NA,1.8(BDL),"70",1.8(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.67","8","162","103.97","20","4.48","0.88","216","90","126","125.6","55.04","564","508","20","0.26","0.59","5.38","0.92",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,25-09-2024 17:29
